ServiceCallID,subject,CustomerCode,callType,ProblemType,AssigneeCode,CreationDate,CreationTime,TechnicianCode,resolution,Series,StartDate,StartTime,EndDueDate,EndTime,CustomerRefNo,ItemCode,ManufacturerSerialNum,U_Horometro,U_HoraInicio,U_HoraFin,ProblemSubType,U_PersonWhoReports,U_Tecnico2,U_Tecnico3,U_Tecnico4,U_CreateUser,U_EquipoFunciona,U_TipoRefacciones,U_Qty1,U_Code1,U_Qty2,U_Code2,U_Qty3,U_Code3,U_Qty4,U_Code4,U_Qty5,U_Code5,U_Qty6,U_Code6,U_Qty7,U_Code7,U_Qty8,U_Code8,U_Qty9,U_Code9,U_Qty10,U_Code10,U_Qty11,U_Code11,U_Qty12,U_Code12,U_Qty13,U_Code13,U_Qty14,U_Code14,U_Qty15,U_Code15,U_Qty16,U_Code16,U_Qty17,U_Code17,U_Qty18,U_Code18,U_Qty19,U_Code19,U_Qty20,U_Code20,U_Version,U_CSSR,U_Severidad,U_AreaTrabajo,U_AccionesR,U_Plan,U_Leccion,U_Costo
Call ID,Subject,Business Partner Code,Call Type,Problem Type,Handled By,Creation Date,Creation Time,Technician,Resolution,Series,Start Date,Start Time,End Date,End Time,Business Partner Ref. No.,itemCode,manufSN,U_Horometro,U_HoraInicio,U_HoraFin,ProSubType,U_PersonWhoReports,U_Tecnico2,U_Tecnico3,U_Tecnico4,U_CreateUser,U_EquipoFunciona,U_TipoRefacciones,U_Qty1,U_Code1,U_Qty2,U_Code2,U_Qty3,U_Code3,U_Qty4,U_Code4,U_Qty5,U_Code5,U_Qty6,U_Code6,U_Qty7,U_Code7,U_Qty8,U_Code8,U_Qty9,U_Code9,U_Qty10,U_Code10,U_Qty11,U_Code11,U_Qty12,U_Code12,U_Qty13,U_Code13,U_Qty14,U_Code14,U_Qty15,U_Code15,U_Qty16,U_Code16,U_Qty17,U_Code17,U_Qty18,U_Code18,U_Qty19,U_Code19,U_Qty20,U_Code20,U_Version,U_CSSR,U_Severidad,U_AreaTrabajo,U_AccionesR,U_Plan,U_Leccion,U_Costo
1,Revisión general,C00216,20,,1,20250805,1615,197,Se revisaron funciones del equipo todo funcionando bien se revisaron niveles de aceite y del electiolito de las celdas de la batería todo bien se realiza limpieza general del equipo,85,20250805,1615,20250805,1655,320858,AFMEHYUR1272,HHKHHR07AL0000146,2422,1615,1655,,Alberto cabasos ,,,,jesus.rodriguez,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PEREZ ROMERO MARLENE,,,,,,
